Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
SYNTH_V4_02586,SYNTH_V4_02586,M23 rebels and allied militias,Armed Group,teachers and students,,Niger,Goma-Bukavu,"coordinates 12.1N, 15.0E",from December 19 to December 20,Violence,airstrike,,landmines,,,High,"The M23 rebels and allied militias stormed the Konduga district of Goma-Bukavu with landmines on from December 19 to December 20 late at night. The airstrike lasted several hours, while Rwandan Defense Forces jets conducted airstrikes on positions in Goma-Bukavu, Borno State, resulting in 70 people dead and an estimated 20 wounded. The political violence targeted teachers and students at the military base. destroying critical infrastructure and displacing approximately 450,000 civilians from the Sahel belt were reported. Doctors Without Borders said the incident was for revenge at coordinates 12.1N, 15.0E in Niger. This is part of ongoing violence following the collapse of peace talks affecting peacekeeping patrols.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,M23 rebels and allied militias,teachers and students,peacekeeping patrols,Doctors Without Borders,Rwandan Defense Forces,airstrike,stormed,landmines,political violence,from December 19 to December 20,late at night,several hours,ongoing violence,Niger,Borno State,Goma-Bukavu,Konduga district,military base,Sahel belt,"coordinates 12.1N, 15.0E",70 people dead,an estimated 20 wounded,"displacing approximately 450,000 civilians",destroying critical infrastructure,for revenge,following the collapse of peace talks
SYNTH_V4_02587,SYNTH_V4_02587,JNIM militants,Armed Group,herders and farmers,,Uganda,Mogadishu,"coordinates 8.5N, 13.2W","Thursday, October 21st",Violence,execution,,landmines,,,High,"African Union has reported a devastating execution in Uganda where JNIM militants attacked peacekeeping patrols in Mogadishu, Western Equatoria, Borno State on Thursday, October 21st. The around midnight assault using landmines lasted the entire night, resulting in an estimated 59 dead, an estimated 160 wounded, and forcing entire villages to flee. The bandit attacks targeted herders and farmers over political grievances. UN peacekeeping forces found destroying critical infrastructure near the border post in the river banks at coordinates 8.5N, 13.2W. This is part of intensified operations after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,JNIM militants,herders and farmers,peacekeeping patrols,African Union,UN peacekeeping forces,execution,attacked,landmines,bandit attacks,"Thursday, October 21st",around midnight,the entire night,intensified operations,Uganda,Borno State,Mogadishu,Western Equatoria,border post,river banks,"coordinates 8.5N, 13.2W",an estimated 59 dead,an estimated 160 wounded,forcing entire villages to flee,destroying critical infrastructure,over political grievances,after disputed election results
SYNTH_V4_02588,SYNTH_V4_02588,JNIM and ISGS,Armed Group,ethnic Berom farmers,,Somalia,Bahir Dar,"coordinates 4.8N, 31.5E",from December 10 to December 14,Violence,clashes,,machetes and knives,,,High,"Witnesses in Bahir Dar, Amhara Region, Somalia described how JNIM and ISGS launched a clashes on from December 10 to December 14 Friday night, ambushed trading caravans near the government building. Armed with machetes and knives, the attackers targeted ethnic Berom farmers over political grievances for throughout the day, resulting in 181 fatalities and an estimated 184 wounded. The retaliatory violence led to forcing residents to seek shelter from Bama district. Cameroonian soldiers found razing dozens of houses in the dense forest at coordinates 4.8N, 31.5E. International Crisis Group says this is part of sporadic clashes following the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,JNIM and ISGS,ethnic Berom farmers,trading caravans,International Crisis Group,Cameroonian soldiers,clashes,ambushed,machetes and knives,retaliatory violence,from December 10 to December 14,Friday night,throughout the day,sporadic clashes,Somalia,Amhara Region,Bahir Dar,Bama district,government building,dense forest,"coordinates 4.8N, 31.5E",181 fatalities,an estimated 184 wounded,forcing residents to seek shelter,razing dozens of houses,over political grievances,following the breakdown of a ceasefire
SYNTH_V4_02589,SYNTH_V4_02589,armed militia,Armed Group,"60 men, women and children",,Eritrea,Goma-Bukavu,"coordinates 9.5N, 7.8E","June 16, 2021",Violence,raid,,landmines,,,High,"The armed militia stormed the Jos North of Goma-Bukavu with landmines on June 16, 2021 in the early hours. The raid lasted the entire night, while AMISOM troops jets conducted airstrikes on positions in Goma-Bukavu, Central Darfur, resulting in 178 dead and an estimated 294 wounded. The intercommunal clashes targeted 60 men, women and children at the airport. razing dozens of houses and displacing approximately 450,000 civilians from the Sahel belt were reported. Red Cross said the incident was for religious reasons at coordinates 9.5N, 7.8E in Eritrea. This is part of intensified operations after disputed election results affecting multiple settlements.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,armed militia,"60 men, women and children",multiple settlements,Red Cross,AMISOM troops,raid,stormed,landmines,intercommunal clashes,"June 16, 2021",in the early hours,the entire night,intensified operations,Eritrea,Central Darfur,Goma-Bukavu,Jos North,airport,Sahel belt,"coordinates 9.5N, 7.8E",178 dead,an estimated 294 wounded,"displacing approximately 450,000 civilians",razing dozens of houses,for religious reasons,after disputed election results
SYNTH_V4_02590,SYNTH_V4_02590,M23 rebels and allied militias,Armed Group,ethnic Hausa traders,,Nigeria,Kano-Kaduna,"coordinates 11.3N, 42.1E",December 8th,Violence,shelling,,assault rifles,,,High,"After the withdrawal of peacekeepers, M23 rebels and allied militias launched a shelling on humanitarian convoys near the police station in Kano-Kaduna, Sahel Region, Nigeria on December 8th overnight. Armed with assault rifles, fighters struck ethnic Hausa traders for over a week, leaving an estimated 158 dead and 93 wounded. The intercommunal clashes was over land disputes. Rwandan Defense Forces confirmed demolishing residential areas in the highland area at coordinates 11.3N, 42.1E. UNICEF says displacing thousands of families as ongoing violence continue in Konduga district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,M23 rebels and allied militias,ethnic Hausa traders,humanitarian convoys,UNICEF,Rwandan Defense Forces,shelling,struck,assault rifles,intercommunal clashes,December 8th,overnight,over a week,ongoing violence,Nigeria,Sahel Region,Kano-Kaduna,Konduga district,police station,highland area,"coordinates 11.3N, 42.1E",an estimated 158 dead,93 wounded,displacing thousands of families,demolishing residential areas,over land disputes,after the withdrawal of peacekeepers
SYNTH_V4_02591,SYNTH_V4_02591,armed bandits,Armed Group,internally displaced persons,,Niger,Goma,"coordinates 0.5S, 25.0E","September 21st, 2020",Violence,massacre,,landmines,,,High,"armed bandits, allegedly backed by foreign powers, seized control of Goma in Adamawa State of Niger on September 21st, 2020 after peace negotiations failed. The massacre with Ugandan military troops lasted throughout the day, resulting in approximately 174 killed and 17 wounded. The communal violence using landmines killed farming villages, for control of the area. internally displaced persons fled toward Goma amid displacing thousands of families. Medecins Sans Frontieres reported demolishing residential areas near the humanitarian warehouse in the highland area at coordinates 0.5S, 25.0E in Turkana County. This continues persistent attacks Tuesday morning.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,armed bandits,internally displaced persons,farming villages,Medecins Sans Frontieres,Ugandan military,massacre,killed,landmines,communal violence,"September 21st, 2020",Tuesday morning,throughout the day,persistent attacks,Niger,Adamawa State,Goma,Turkana County,humanitarian warehouse,highland area,"coordinates 0.5S, 25.0E",approximately 174 killed,17 wounded,displacing thousands of families,demolishing residential areas,for control of the area,after peace negotiations failed
SYNTH_V4_02592,SYNTH_V4_02592,insurgent forces,Armed Group,31 aid workers,,Nigeria,Uvira,"coordinates 8.5N, 13.2W","November 10, 2022",Violence,assault,,landmines,,,High,"On November 10, 2022, insurgent forces conducted a assault on multiple settlements in Afar Region, Nigeria, near Uvira, using landmines, resulting in approximately 106 killed and 223 wounded. The sectarian violence lasted six hours and ransacked 31 aid workers, to expand their control. Nigerian Army responded but found burning the village market at the Teaching Hospital. World Food Programme reported causing mass displacement from the border area at coordinates 8.5N, 13.2W. The incident occurred Thursday afternoon, following failed disarmament talks. This is part of persistent attacks affecting Yei River County.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,insurgent forces,31 aid workers,multiple settlements,World Food Programme,Nigerian Army,assault,ransacked,landmines,sectarian violence,"November 10, 2022",Thursday afternoon,six hours,persistent attacks,Nigeria,Afar Region,Uvira,Yei River County,Teaching Hospital,border area,"coordinates 8.5N, 13.2W",approximately 106 killed,223 wounded,causing mass displacement,burning the village market,to expand their control,following failed disarmament talks
SYNTH_V4_02593,SYNTH_V4_02593,rebel fighters,Armed Group,medical staff and patients,,Kenya,Torit,"coordinates 11.3N, 42.1E",27th of December 2023,Violence,battle,,small arms,,,High,"Medecins Sans Frontieres has reported a devastating battle in Kenya where rebel fighters attacked trading caravans in Torit, Khartoum North district, Borno State on 27th of December 2023. The late at night assault using small arms lasted all day, resulting in an estimated 20 dead, more than 277 injured, and causing mass displacement. The farmer-herder violence targeted medical staff and patients for control of the area. AMISOM troops found burning schools and clinics near the mosque in the desert area at coordinates 11.3N, 42.1E. This is part of repeated attacks after government crackdown.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,rebel fighters,medical staff and patients,trading caravans,Medecins Sans Frontieres,AMISOM troops,battle,attacked,small arms,farmer-herder violence,27th of December 2023,late at night,all day,repeated attacks,Kenya,Borno State,Torit,Khartoum North district,mosque,desert area,"coordinates 11.3N, 42.1E",an estimated 20 dead,more than 277 injured,causing mass displacement,burning schools and clinics,for control of the area,after government crackdown
SYNTH_V4_02594,SYNTH_V4_02594,Ansaru militants,Armed Group,28 police officers,,Niger,El Fasher,"coordinates 12.1N, 15.0E","Sunday, October 20th",Violence,armed robbery,,heavy machine guns,,,High,"On Sunday, October 20th, Ansaru militants conducted a armed robbery on civilian populations in Tanganyika Province, Niger, near El Fasher, using heavy machine guns, resulting in at least 110 killed and 35 wounded. The insurgent attack lasted the entire night and targeted 28 police officers, over grazing rights. Mozambican military responded but found torching hundreds of structures at the Teaching Hospital. Amnesty International reported causing mass displacement from the Congo River basin at coordinates 12.1N, 15.0E. The incident occurred around midnight, after the withdrawal of peacekeepers. This is part of recurring violence affecting Beni territory.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Ansaru militants,28 police officers,civilian populations,Amnesty International,Mozambican military,armed robbery,targeted,heavy machine guns,insurgent attack,"Sunday, October 20th",around midnight,the entire night,recurring violence,Niger,Tanganyika Province,El Fasher,Beni territory,Teaching Hospital,Congo River basin,"coordinates 12.1N, 15.0E",at least 110 killed,35 wounded,causing mass displacement,torching hundreds of structures,over grazing rights,after the withdrawal of peacekeepers
SYNTH_V4_02595,SYNTH_V4_02595,Somali pirates,Armed Group,43 traders,,Uganda,Beni-Butembo,"coordinates 4.2N, 18.6E",between July 15th and July 19th,Violence,siege,,mortars,,,High,"Witnesses in Beni-Butembo, Unity State, Uganda described how Somali pirates launched a siege on between July 15th and July 19th around 3 AM, stormed peacekeeping patrols near the UN compound. Armed with mortars, the attackers targeted 43 traders over grazing rights for the entire night, resulting in an estimated 100 dead and at least 164 wounded. The armed violence led to forcing 10,000 people to flee from Nyiragongo territory. Sudanese Armed Forces found destroying critical infrastructure in the dense forest at coordinates 4.2N, 18.6E. Red Cross says this is part of daily raids following ethnic clashes.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Somali pirates,43 traders,peacekeeping patrols,Red Cross,Sudanese Armed Forces,siege,stormed,mortars,armed violence,between July 15th and July 19th,around 3 AM,the entire night,daily raids,Uganda,Unity State,Beni-Butembo,Nyiragongo territory,UN compound,dense forest,"coordinates 4.2N, 18.6E",an estimated 100 dead,at least 164 wounded,"forcing 10,000 people to flee",destroying critical infrastructure,over grazing rights,following ethnic clashes
SYNTH_V4_02596,SYNTH_V4_02596,Fulani herdsmen,Armed Group,ethnic Tigray civilians,,Mali,Jos-Bauchi,"coordinates 8.5N, 13.2W",15th of March 2021,Violence,roadside bombing,,machetes and knives,,,High,"ICRC has reported a devastating roadside bombing in Mali where Fulani herdsmen killed displaced communities in Jos-Bauchi, Djugu territory, Afar Region on 15th of March 2021. The Friday night assault using machetes and knives lasted several hours, resulting in at least 102 killed, 284 wounded, and creating a new wave of refugees. The land dispute violence targeted ethnic Tigray civilians to expand their control. UN peacekeeping forces found burning schools and clinics near the police station in the Great Rift Valley at coordinates 8.5N, 13.2W. This is part of daily raids after government crackdown.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Fulani herdsmen,ethnic Tigray civilians,displaced communities,ICRC,UN peacekeeping forces,roadside bombing,killed,machetes and knives,land dispute violence,15th of March 2021,Friday night,several hours,daily raids,Mali,Afar Region,Jos-Bauchi,Djugu territory,police station,Great Rift Valley,"coordinates 8.5N, 13.2W",at least 102 killed,284 wounded,creating a new wave of refugees,burning schools and clinics,to expand their control,after government crackdown
SYNTH_V4_02597,SYNTH_V4_02597,ADF fighters,Armed Group,52 refugees,,Burundi,Jos,"GPS location 6.8S, 39.2E",6th February 2020,Violence,clashes,,improvised explosive devices,,,High,"After disputed election results, ADF fighters launched a clashes on trading caravans near the UN compound in Jos, Lakes State, Burundi on 6th February 2020 at dawn. Armed with improvised explosive devices, fighters ransacked 52 refugees for forty-eight hours, leaving 61 people dead and more than 41 injured. The farmer-herder violence was in retaliation for previous attacks. Nigerian Army confirmed burning the village market in the mountainous terrain at GPS location 6.8S, 39.2E. Save the Children says forcing 10,000 people to flee as escalating raids continue in Wajir County.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,ADF fighters,52 refugees,trading caravans,Save the Children,Nigerian Army,clashes,ransacked,improvised explosive devices,farmer-herder violence,6th February 2020,at dawn,forty-eight hours,escalating raids,Burundi,Lakes State,Jos,Wajir County,UN compound,mountainous terrain,"GPS location 6.8S, 39.2E",61 people dead,more than 41 injured,"forcing 10,000 people to flee",burning the village market,in retaliation for previous attacks,after disputed election results
SYNTH_V4_02598,SYNTH_V4_02598,insurgent forces,Armed Group,women and children,,Ethiopia,Beni,"coordinates 4.8N, 31.5E",10th of May 2022,Violence,incursion,,machetes and knives,,,High,"The insurgent forces abducted the Bama district of Beni with machetes and knives on 10th of May 2022 in the early hours. The incursion lasted six hours, while Nigerian Army jets conducted airstrikes on positions in Beni, Jonglei State, resulting in 170 people killed and at least 28 wounded. The terrorist attack targeted women and children at the police station. burning schools and clinics and forcing entire villages to flee from the Great Rift Valley were reported. International Crisis Group said the incident was over grazing rights at coordinates 4.8N, 31.5E in Ethiopia. This is part of ongoing violence after the withdrawal of peacekeepers affecting peacekeeping patrols.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,insurgent forces,women and children,peacekeeping patrols,International Crisis Group,Nigerian Army,incursion,abducted,machetes and knives,terrorist attack,10th of May 2022,in the early hours,six hours,ongoing violence,Ethiopia,Jonglei State,Beni,Bama district,police station,Great Rift Valley,"coordinates 4.8N, 31.5E",170 people killed,at least 28 wounded,forcing entire villages to flee,burning schools and clinics,over grazing rights,after the withdrawal of peacekeepers
SYNTH_V4_02599,SYNTH_V4_02599,Janjaweed raiders,Armed Group,47 soldiers,,South Sudan,Konduga,"coordinates 4.2N, 18.6E",24th August 2023,Violence,suicide bombing,,machine guns,,,High,"Following the collapse of peace talks, Janjaweed raiders launched a suicide bombing on several communities near the prison in Konduga, North Darfur, South Sudan on 24th August 2023 early morning. Armed with machine guns, fighters destroyed 47 soldiers for several hours, leaving at least 113 killed and 132 people injured. The retaliatory violence was for religious reasons. Ethiopian military confirmed demolishing residential areas in the border area at coordinates 4.2N, 18.6E. World Food Programme says forcing 10,000 people to flee as recurring violence continue in Kapoeta County.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Janjaweed raiders,47 soldiers,several communities,World Food Programme,Ethiopian military,suicide bombing,destroyed,machine guns,retaliatory violence,24th August 2023,early morning,several hours,recurring violence,South Sudan,North Darfur,Konduga,Kapoeta County,prison,border area,"coordinates 4.2N, 18.6E",at least 113 killed,132 people injured,"forcing 10,000 people to flee",demolishing residential areas,for religious reasons,following the collapse of peace talks
SYNTH_V4_02600,SYNTH_V4_02600,Seleka and Anti-Balaka,Armed Group,34 militia members,,Burundi,Port Sudan,"coordinates 9.5N, 7.8E",between 22nd and 26th of May,Violence,airstrike,,rocket-propelled grenades,,,High,"On between 22nd and 26th of May, the Seleka and Anti-Balaka launched a airstrike lasting multiple days against humanitarian convoys in Port Sudan, Masisi territory, South Kivu, Burundi. The assault around 3 AM saw fighters armed with rocket-propelled grenades captured 34 militia members, resulting in 98 fatalities and at least 151 wounded. The insurgent attack over political grievances caused destroying over 200 homes near the health center. Kenyan Defense Forces confirmed displacing thousands of families from the lake shores at coordinates 9.5N, 7.8E. Medecins Sans Frontieres said this continues ongoing violence following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Seleka and Anti-Balaka,34 militia members,humanitarian convoys,Medecins Sans Frontieres,Kenyan Defense Forces,airstrike,captured,rocket-propelled grenades,insurgent attack,between 22nd and 26th of May,around 3 AM,multiple days,ongoing violence,Burundi,South Kivu,Port Sudan,Masisi territory,health center,lake shores,"coordinates 9.5N, 7.8E",98 fatalities,at least 151 wounded,displacing thousands of families,destroying over 200 homes,over political grievances,following a military offensive
SYNTH_V4_02601,SYNTH_V4_02601,Janjaweed raiders,Armed Group,15 children,,Eritrea,Nairobi,"coordinates 4.8N, 31.5E",6 June 2023,Violence,execution,,RPG launchers,,,High,"Following the breakdown of a ceasefire, Janjaweed raiders launched a execution on fishing communities near the IDP camp in Nairobi, Upper Nile State, Eritrea on 6 June 2023 Sunday afternoon. Armed with RPG launchers, fighters captured 15 children for throughout the day, leaving 143 people dead and 117 injured. The political violence was to expand their control. Ethiopian military confirmed torching hundreds of structures in the Great Rift Valley at coordinates 4.8N, 31.5E. World Health Organization says displacing thousands of families as intensified operations continue in Konduga district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Janjaweed raiders,15 children,fishing communities,World Health Organization,Ethiopian military,execution,captured,RPG launchers,political violence,6 June 2023,Sunday afternoon,throughout the day,intensified operations,Eritrea,Upper Nile State,Nairobi,Konduga district,IDP camp,Great Rift Valley,"coordinates 4.8N, 31.5E",143 people dead,117 injured,displacing thousands of families,torching hundreds of structures,to expand their control,following the breakdown of a ceasefire
SYNTH_V4_02602,SYNTH_V4_02602,Mai-Mai militia,Armed Group,15 children,,Sudan,Mocimboa da Praia,"coordinates 4.8N, 31.5E",6 November 2023,Violence,car bombing,,mortars and artillery,,,High,"Witnesses in Mocimboa da Praia, Lakes State, Sudan described how Mai-Mai militia launched a car bombing on 6 November 2023 Sunday afternoon, hit nomadic herders near the army barracks. Armed with mortars and artillery, the attackers targeted 15 children in retaliation for previous attacks for all day, resulting in 24 people killed and approximately 254 wounded. The ethnic violence led to causing mass displacement from Omdurman district. Ugandan military found burning schools and clinics in the highland area at coordinates 4.8N, 31.5E. World Food Programme says this is part of weekly incursions after peace negotiations failed.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Mai-Mai militia,15 children,nomadic herders,World Food Programme,Ugandan military,car bombing,hit,mortars and artillery,ethnic violence,6 November 2023,Sunday afternoon,all day,weekly incursions,Sudan,Lakes State,Mocimboa da Praia,Omdurman district,army barracks,highland area,"coordinates 4.8N, 31.5E",24 people killed,approximately 254 wounded,causing mass displacement,burning schools and clinics,in retaliation for previous attacks,after peace negotiations failed
SYNTH_V4_02603,SYNTH_V4_02603,Al Shabaab and ISIS,Armed Group,150 farmers and herders,,Egypt,Merka,"GPS location 6.8S, 39.2E",23rd of July 2022,Violence,roadside bombing,,landmines,,,High,"After government crackdown, Al Shabaab and ISIS launched a roadside bombing on local residents near the Al-Nao Hospital in Merka, Tanganyika Province, Egypt on 23rd of July 2022 Sunday afternoon. Armed with landmines, fighters looted 150 farmers and herders for throughout the day, leaving 100 people dead and more than 286 injured. The political violence was to expand their control. Somali National Army confirmed burning the village market in the Great Rift Valley at GPS location 6.8S, 39.2E. Red Cross says forcing 10,000 people to flee as repeated attacks continue in Rutshuru territory.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Al Shabaab and ISIS,150 farmers and herders,local residents,Red Cross,Somali National Army,roadside bombing,looted,landmines,political violence,23rd of July 2022,Sunday afternoon,throughout the day,repeated attacks,Egypt,Tanganyika Province,Merka,Rutshuru territory,Al-Nao Hospital,Great Rift Valley,"GPS location 6.8S, 39.2E",100 people dead,more than 286 injured,"forcing 10,000 people to flee",burning the village market,to expand their control,after government crackdown
SYNTH_V4_02604,SYNTH_V4_02604,Al Shabaab and ISIS,Armed Group,medical staff and patients,,South Sudan,Damaturu,"coordinates 9.5N, 7.8E","September 10th, 2024",Violence,fighting,,anti-aircraft guns,,,High,"Red Cross has reported a devastating fighting in South Sudan where Al Shabaab and ISIS torched three villages in Damaturu, Yei River County, Gao Region on September 10th, 2024. The overnight assault using anti-aircraft guns lasted all day, resulting in 92 dead, 41 wounded, and causing mass displacement. The farmer-herder violence targeted medical staff and patients for control of the area. Kenyan Defense Forces found destroying critical infrastructure near the community center in the desert area at coordinates 9.5N, 7.8E. This is part of repeated attacks following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Al Shabaab and ISIS,medical staff and patients,three villages,Red Cross,Kenyan Defense Forces,fighting,torched,anti-aircraft guns,farmer-herder violence,"September 10th, 2024",overnight,all day,repeated attacks,South Sudan,Gao Region,Damaturu,Yei River County,community center,desert area,"coordinates 9.5N, 7.8E",92 dead,41 wounded,causing mass displacement,destroying critical infrastructure,for control of the area,following a military offensive
SYNTH_V4_02605,SYNTH_V4_02605,RSF and Janjaweed,Armed Group,67 residents,,Mali,Monguno,"coordinates 4.8N, 31.5E","April 10th, 2020",Violence,kidnapping,,light weapons,,,High,"On April 10th, 2020, RSF and Janjaweed conducted a kidnapping on trading caravans in Gao Region, Mali, near Monguno, using light weapons, resulting in 103 people dead and an estimated 238 wounded. The farmer-herder violence lasted the entire night and massacred 67 residents, over land disputes. Nigerian Army responded but found torching hundreds of structures at the court building. Amnesty International reported forcing 10,000 people to flee from the Congo River basin at coordinates 4.8N, 31.5E. The incident occurred Wednesday morning, following failed disarmament talks. This is part of persistent attacks affecting Mandera County.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,RSF and Janjaweed,67 residents,trading caravans,Amnesty International,Nigerian Army,kidnapping,massacred,light weapons,farmer-herder violence,"April 10th, 2020",Wednesday morning,the entire night,persistent attacks,Mali,Gao Region,Monguno,Mandera County,court building,Congo River basin,"coordinates 4.8N, 31.5E",103 people dead,an estimated 238 wounded,"forcing 10,000 people to flee",torching hundreds of structures,over land disputes,following failed disarmament talks
SYNTH_V4_02606,SYNTH_V4_02606,Al Shabaab and ISIS,Armed Group,18 villagers,,Eritrea,Lamu,"coordinates 8.5N, 13.2W",7th of February 2020,Violence,engagement,,light weapons,,,High,"The Al Shabaab and ISIS massacred the Omdurman district of Lamu with light weapons on 7th of February 2020 during the night. The engagement lasted over a week, while Somali National Army jets conducted airstrikes on positions in Lamu, Cabo Delgado Province, resulting in 78 fatalities and 82 wounded. The bandit attacks targeted 18 villagers at the refugee camp. burning schools and clinics and forcing residents to seek shelter from the border area were reported. Oxfam said the incident was in retaliation for previous attacks at coordinates 8.5N, 13.2W in Eritrea. This is part of intensified operations after peace negotiations failed affecting multiple settlements.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,Al Shabaab and ISIS,18 villagers,multiple settlements,Oxfam,Somali National Army,engagement,massacred,light weapons,bandit attacks,7th of February 2020,during the night,over a week,intensified operations,Eritrea,Cabo Delgado Province,Lamu,Omdurman district,refugee camp,border area,"coordinates 8.5N, 13.2W",78 fatalities,82 wounded,forcing residents to seek shelter,burning schools and clinics,in retaliation for previous attacks,after peace negotiations failed
SYNTH_V4_02607,SYNTH_V4_02607,armed bandits,Armed Group,85 civilians including women and children,,Kenya,Gao,"coordinates 11.3N, 42.1E","June 5th, 2020",Violence,abduction,,RPG launchers,,,High,"World Health Organization has reported a devastating abduction in Kenya where armed bandits invaded refugee populations in Gao, Garissa County, Adamawa State on June 5th, 2020. The Wednesday morning assault using RPG launchers lasted forty-eight hours, resulting in more than 168 dead, at least 156 wounded, and forcing residents to seek shelter. The farmer-herder violence targeted 85 civilians including women and children for control of the area. Ethiopian military found destroying critical infrastructure near the prison in the Nile River valley at coordinates 11.3N, 42.1E. This is part of sporadic clashes after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,armed bandits,85 civilians including women and children,refugee populations,World Health Organization,Ethiopian military,abduction,invaded,RPG launchers,farmer-herder violence,"June 5th, 2020",Wednesday morning,forty-eight hours,sporadic clashes,Kenya,Adamawa State,Gao,Garissa County,prison,Nile River valley,"coordinates 11.3N, 42.1E",more than 168 dead,at least 156 wounded,forcing residents to seek shelter,destroying critical infrastructure,for control of the area,after disputed election results
SYNTH_V4_02608,SYNTH_V4_02608,M23 rebels,Armed Group,farmers and their families,,Rwanda,Jos-Bauchi,"coordinates 4.2N, 18.6E","Wednesday, April 1st",Violence,car bombing,,rocket-propelled grenades,,,High,"On Wednesday, April 1st, M23 rebels conducted a car bombing on local residents in Blue Nile State, Rwanda, near Jos-Bauchi, using rocket-propelled grenades, resulting in 49 fatalities and 247 wounded. The land dispute violence lasted a full day and killed farmers and their families, in retaliation for previous attacks. Mozambican military responded but found destroying over 200 homes at the humanitarian warehouse. Amnesty International reported creating a new wave of refugees from the dense forest at coordinates 4.2N, 18.6E. The incident occurred in the afternoon, following ethnic clashes. This is part of ongoing violence affecting Masisi territory.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V4 - semantic consistency fixes,VioNER-Generator-V4,M23 rebels,farmers and their families,local residents,Amnesty International,Mozambican military,car bombing,killed,rocket-propelled grenades,land dispute violence,"Wednesday, April 1st",in the afternoon,a full day,ongoing violence,Rwanda,Blue Nile State,Jos-Bauchi,Masisi territory,humanitarian warehouse,dense forest,"coordinates 4.2N, 18.6E",49 fatalities,247 wounded,creating a new wave of refugees,destroying over 200 homes,in retaliation for previous attacks,following ethnic clashes
