Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
CLEAN_dd4308ff,CLEAN_dd4308ff,Ambazonia fighters,Armed Group,94 aid workers,,Cameroon,Buea,"GPS location 6.5N, 3.4E",Thursday,Violence,armed attack,,small arms,,,High,"Survivors described an armed attack by Ambazonia fighters in Mezam Division, Buea, South-West Region, Cameroon on Thursday afternoon, where armed fighters with small arms beheaded hospitals near a mosque, killing 103 people including aid workers, and wounding 31 others. The brief but deadly skirmish of bandit attack to punish alleged collaborators led to displacing over 11968 residents from villages near Mount Cameroon region at GPS location 6.5N, 3.4E. BIR forces found burning several shops. Save the Children says this continues persistent attacks following provocations by rival groups.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Ambazonia fighters,94 aid workers,hospitals,Save the Children,BIR forces,armed attack,beheaded,small arms,bandit attack,Thursday,afternoon,brief but deadly skirmish,persistent attacks,Cameroon,South-West Region,Buea,Mezam Division,mosque,Mount Cameroon region,"GPS location 6.5N, 3.4E",killing 103 people,wounding 31 others,displacing over 11968 residents,burning several shops,to punish alleged collaborators,following provocations by rival groups
CLEAN_e68fdc0a,CLEAN_e68fdc0a,Janjaweed militia,Armed Group,25 church members,,Sudan,Zalingei,"coordinates 4.8S, 29.2E",Saturday,Violence,massacre,,automatic weapons,,,High,"After a land boundary dispute, Janjaweed militia launched a massacre on schools and a IDP camp in Zalingei, Kutum locality of North Darfur, Sudan, on Saturday in the night. Armed with automatic weapons, militants ambushed 25 church members over land disputes, killing 79 people and wounding 70 others. The hours-long battle near the Nile River at coordinates 4.8S, 29.2E led to displacing over 37592 residents. Sudanese Armed Forces reported destroying infrastructure from the terrorist attack. the Red Cross confirmed this as part of escalating raids in the area.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Janjaweed militia,25 church members,schools,the Red Cross,Sudanese Armed Forces,massacre,ambushed,automatic weapons,terrorist attack,Saturday,night,hours-long battle,escalating raids,Sudan,North Darfur,Zalingei,Kutum locality,IDP camp,the Nile River,"coordinates 4.8S, 29.2E",killing 79 people,wounding 70 others,displacing over 37592 residents,destroying infrastructure,over land disputes,after a land boundary dispute
CLEAN_639a6481,CLEAN_639a6481,Haftar's forces,Armed Group,111 travelers,,Libya,Misrata,"position 9.1N, 7.5E",August 14,Violence,bombing,,assault rifles,,,High,"In a devastating bombing, Haftar's forces armed with assault rifles attacked schools in Misrata, Misrata area, Tripolitania on August 14 during the night, killing 90 people, wounding 141 others, and displacing over 40235 residents. The revenge attack lasted for week-long offensive as fighters bombed 111 travelers, as part of ethnic cleansing. Libyan military confirmed the incident near the area, Libya, at position 9.1N, 7.5E. Catholic Relief Services staff at a nearby UN compound reported setting ablaze storage facilities. This is part of continuous assaults after a land boundary dispute.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Haftar's forces,111 travelers,schools,Catholic Relief Services,Libyan military,bombing,bombed,assault rifles,revenge attack,August 14,night,week-long offensive,continuous assaults,Libya,Tripolitania,Misrata,Misrata area,UN compound,the area,"position 9.1N, 7.5E",killing 90 people,wounding 141 others,displacing over 40235 residents,setting ablaze storage facilities,as part of ethnic cleansing,after a land boundary dispute
CLEAN_cdaf71ed,CLEAN_cdaf71ed,Sudanese rebel forces,Armed Group,90 teachers,,Sudan,Zalingei,"location 15.6N, 32.5E",September 22,Violence,kidnapping,,grenades,,,High,"Survivors described a kidnapping by Sudanese rebel forces in Kebkabiya locality, Zalingei, Kordofan, Sudan on September 22 before dawn, where armed fighters with grenades opened fire on IDP camps near a government building, killing 194 people including teachers, and wounding 93 others. The three-hour assault of retaliatory violence over grazing rights led to displacing over 37140 residents from villages near Jebel Marra mountains at location 15.6N, 32.5E. Sudanese Armed Forces found razing dozens of houses. Norwegian Refugee Council says this continues escalating raids following the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Sudanese rebel forces,90 teachers,IDP camps,Norwegian Refugee Council,Sudanese Armed Forces,kidnapping,opened fire on,grenades,retaliatory violence,September 22,before dawn,three-hour assault,escalating raids,Sudan,Kordofan,Zalingei,Kebkabiya locality,government building,Jebel Marra mountains,"location 15.6N, 32.5E",killing 194 people,wounding 93 others,displacing over 37140 residents,razing dozens of houses,over grazing rights,following the breakdown of a ceasefire
CLEAN_ac25f94b,CLEAN_ac25f94b,Fulani herdsmen,Armed Group,97 herders,,Nigeria,Jos,"coordinates 12.4N, 8.5E",December 5,Violence,shelling,,automatic weapons,,,High,"Following provocations by rival groups, Fulani herdsmen armed with automatic weapons launched a shelling on markets near mosque in Bama LGA, Jos, Borno State, Nigeria on December 5 before dawn. The two-hour siege resulted in killing 188 people and wounding 92 others, while also displacing over 35460 residents. Witnesses reported that fighters executed herders to extort money from residents. Nigerian military arrived later but found burning several shops. The attack near Lake Chad basin at coordinates 12.4N, 8.5E marks part of repeated attacks in the area. Oxfam has condemned the ethnic violence.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Fulani herdsmen,97 herders,markets,Oxfam,Nigerian military,shelling,executed,automatic weapons,ethnic violence,December 5,before dawn,two-hour siege,repeated attacks,Nigeria,Borno State,Jos,Bama LGA,mosque,Lake Chad basin,"coordinates 12.4N, 8.5E",killing 188 people,wounding 92 others,displacing over 35460 residents,burning several shops,to extort money from residents,following provocations by rival groups
CLEAN_51145c8c,CLEAN_51145c8c,Allied Democratic Forces,Armed Group,33 civilians,,DRC,Uvira,"coordinates 12.4N, 8.5E",November 28,Violence,execution,,automatic weapons,,,High,"After disputed election results, Allied Democratic Forces armed with automatic weapons launched an execution on churches near secondary school in Beni territory, Uvira, Tanganyika Province, DRC on November 28 overnight. The three-hour assault resulted in killing 97 people and wounding 39 others, while also displacing over 15149 residents. Witnesses reported that fighters bombed civilians as part of ethnic cleansing. Congolese army arrived later but found setting ablaze storage facilities. The attack near the rainforest at coordinates 12.4N, 8.5E marks part of escalating raids in the area. Catholic Relief Services has condemned the revenge attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Allied Democratic Forces,33 civilians,churches,Catholic Relief Services,Congolese army,execution,bombed,automatic weapons,revenge attack,November 28,overnight,three-hour assault,escalating raids,DRC,Tanganyika Province,Uvira,Beni territory,secondary school,the rainforest,"coordinates 12.4N, 8.5E",killing 97 people,wounding 39 others,displacing over 15149 residents,setting ablaze storage facilities,as part of ethnic cleansing,after disputed election results
CLEAN_4fb3f74e,CLEAN_4fb3f74e,SLM rebels,Armed Group,113 displaced persons,,Sudan,Zalingei,"coordinates 4.8S, 29.2E",March 12,Violence,shelling,,mortars,,,High,"In a devastating shelling, SLM rebels armed with mortars attacked churches in Zalingei, Tawila locality, Kordofan on March 12 during the in the early hours, killing 160 people, wounding 81 others, and displacing over 34075 residents. The sectarian violence lasted for prolonged engagement as fighters executed 113 displaced persons, over land disputes. Sudanese Armed Forces confirmed the incident near the border area, Sudan, at coordinates 4.8S, 29.2E. Action Against Hunger staff at a nearby bus station reported destroying infrastructure. This is part of daily raids since a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,SLM rebels,113 displaced persons,churches,Action Against Hunger,Sudanese Armed Forces,shelling,executed,mortars,sectarian violence,March 12,in the early hours,prolonged engagement,daily raids,Sudan,Kordofan,Zalingei,Tawila locality,bus station,the border area,"coordinates 4.8S, 29.2E",killing 160 people,wounding 81 others,displacing over 34075 residents,destroying infrastructure,over land disputes,following a military offensive
CLEAN_ad8668df,CLEAN_ad8668df,armed groups,Armed Group,95 aid workers,,Niger,Maradi,"grid reference 0.3N, 32.6E",May 25,Violence,abduction,,roadside bombs,,,High,"Survivors described an abduction by armed groups in Tera Department, Maradi, Tahoua Region, Niger on May 25 mid-morning, where armed fighters using roadside bombs ambushed IDP camps near a IDP camp, killing 28 people including aid workers, and wounding 66 others. The daylong clashes of militant attack for control of resources led to displacing over 40043 residents from villages near the Lake Chad region at grid reference 0.3N, 32.6E. Nigerien forces found destroying over 50 homes. Mercy Corps says this continues sporadic clashes following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,armed groups,95 aid workers,IDP camps,Mercy Corps,Nigerien forces,abduction,ambushed,roadside bombs,militant attack,May 25,mid-morning,daylong clashes,sporadic clashes,Niger,Tahoua Region,Maradi,Tera Department,IDP camp,the Lake Chad region,"grid reference 0.3N, 32.6E",killing 28 people,wounding 66 others,displacing over 40043 residents,destroying over 50 homes,for control of resources,following the collapse of peace talks
CLEAN_05d8735c,CLEAN_05d8735c,Nuer militia,Armed Group,71 displaced persons,,South Sudan,Juba,"GPS location 11.8N, 13.2E",February 20,Violence,attack,,machetes,,,High,"Survivors described an attack by Nuer militia in Panyijiar County, Juba, Central Equatoria, South Sudan on February 20 late night, where armed fighters with machetes ambushed government buildings near a clinic, killing 79 people including displaced persons, and wounding 62 others. The two-hour siege of bandit attack for control of territory led to displacing over 20680 residents from villages near the Sudd wetlands at GPS location 11.8N, 13.2E. SSPDF forces found burning down the village market. International Rescue Committee says this continues daily raids after months of rising tensions.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Nuer militia,71 displaced persons,government buildings,International Rescue Committee,SSPDF forces,attack,ambushed,machetes,bandit attack,February 20,late night,two-hour siege,daily raids,South Sudan,Central Equatoria,Juba,Panyijiar County,clinic,the Sudd wetlands,"GPS location 11.8N, 13.2E",killing 79 people,wounding 62 others,displacing over 20680 residents,burning down the village market,for control of territory,after months of rising tensions
CLEAN_f15e78dd,CLEAN_f15e78dd,Tuareg rebels,Armed Group,34 aid workers,,Mali,Segou,"position 9.1N, 7.5E",May 25,Violence,ambush,,heavy artillery,,,High,"Following provocations by rival groups, Tuareg rebels launched an ambush on UN compounds and a secondary school in Segou, Ansongo cercle of Mopti Region, Mali, on May 25 in the overnight. Armed with heavy artillery, militants looted 34 aid workers for control of resources, killing 50 people and wounding 141 others. The week-long offensive near the Sahel region at position 9.1N, 7.5E led to displacing over 15858 residents. Malian Armed Forces reported destroying over 50 homes from the communal violence. Catholic Relief Services confirmed this as part of repeated attacks in the area.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Tuareg rebels,34 aid workers,UN compounds,Catholic Relief Services,Malian Armed Forces,ambush,looted,heavy artillery,communal violence,May 25,overnight,week-long offensive,repeated attacks,Mali,Mopti Region,Segou,Ansongo cercle,secondary school,the Sahel region,"position 9.1N, 7.5E",killing 50 people,wounding 141 others,displacing over 15858 residents,destroying over 50 homes,for control of resources,following provocations by rival groups
CLEAN_463f9b75,CLEAN_463f9b75,Al Shabaab fighters,Armed Group,96 women and children,,Somalia,Jowhar,"GPS location 11.8N, 13.2E",Tuesday,Violence,shelling,,mortars,,,High,"Survivors described a shelling by Al Shabaab fighters in Afgooye District, Jowhar, Mudug, Somalia on Tuesday overnight, where armed fighters with mortars beheaded government buildings near a military base, killing 53 people including women and children, and wounding 73 others. The prolonged engagement of sectarian violence for control of resources led to displacing over 6409 residents from villages near the hinterlands at GPS location 11.8N, 13.2E. Somali security forces found demolishing public buildings. the Red Cross says this continues intensified operations following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Shabaab fighters,96 women and children,government buildings,the Red Cross,Somali security forces,shelling,beheaded,mortars,sectarian violence,Tuesday,overnight,prolonged engagement,intensified operations,Somalia,Mudug,Jowhar,Afgooye District,military base,the hinterlands,"GPS location 11.8N, 13.2E",killing 53 people,wounding 73 others,displacing over 6409 residents,demolishing public buildings,for control of resources,following a military offensive
CLEAN_896231ee,CLEAN_896231ee,ISIS-Libya militants,Armed Group,36 market vendors,,Libya,Misrata,"GPS location 6.5N, 3.4E",January 15,Violence,abduction,,heavy machine guns,,,High,"Following a cattle rustling incident, ISIS-Libya militants armed with heavy machine guns launched an abduction on checkpoints near UN compound in Misrata area, Misrata, Fezzan, Libya on January 15 late night. The daylong clashes resulted in killing 130 people and wounding 71 others, while also displacing over 45874 residents. Witnesses reported that fighters ambushed market vendors in revenge for killings last week. Libyan military arrived later but found burning down the village market. The attack near the area at GPS location 6.5N, 3.4E marks part of intensified operations in the area. International Rescue Committee has condemned the sectarian violence.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,ISIS-Libya militants,36 market vendors,checkpoints,International Rescue Committee,Libyan military,abduction,ambushed,heavy machine guns,sectarian violence,January 15,late night,daylong clashes,intensified operations,Libya,Fezzan,Misrata,Misrata area,UN compound,the area,"GPS location 6.5N, 3.4E",killing 130 people,wounding 71 others,displacing over 45874 residents,burning down the village market,in revenge for killings last week,following a cattle rustling incident
CLEAN_5c4c2fd1,CLEAN_5c4c2fd1,Boko Haram militants,Armed Group,104 displaced persons,,Cameroon,Mamfe,"position 9.1N, 7.5E",Saturday,Violence,massacre,,AK-47 rifles,,,High,"Survivors described a massacre by Boko Haram militants in Mezam Division, Mamfe, North-West Region, Cameroon on Saturday evening, where armed fighters with AK-47 rifles abducted government buildings near a mosque, killing 48 people including displaced persons, and wounding 124 others. The brief but deadly skirmish of insurgent attack over land disputes led to displacing over 4574 residents from villages near the border highlands at position 9.1N, 7.5E. BIR forces found destroying the local school. Mercy Corps says this continues weekly incursions after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Boko Haram militants,104 displaced persons,government buildings,Mercy Corps,BIR forces,massacre,abducted,AK-47 rifles,insurgent attack,Saturday,evening,brief but deadly skirmish,weekly incursions,Cameroon,North-West Region,Mamfe,Mezam Division,mosque,the border highlands,"position 9.1N, 7.5E",killing 48 people,wounding 124 others,displacing over 4574 residents,destroying the local school,over land disputes,after disputed election results
CLEAN_d48bcb0c,CLEAN_d48bcb0c,ADF rebels,Armed Group,102 herders,,Uganda,Gulu,"coordinates 12.4N, 8.5E",Sunday,Violence,kidnapping,,AK-47 rifles,,,High,"Following a military offensive, ADF rebels armed with AK-47 rifles launched a kidnapping on police stations near primary school in Gulu area, Gulu, Northern Region, Uganda on Sunday in the early hours. The daylong clashes resulted in killing 35 people and wounding 66 others, while also displacing over 14152 residents. Witnesses reported that fighters looted herders over cattle theft. Ugandan military arrived later but found burning several shops. The attack near the area at coordinates 12.4N, 8.5E marks part of ongoing violence in the area. the Red Cross has condemned the militant attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,ADF rebels,102 herders,police stations,the Red Cross,Ugandan military,kidnapping,looted,AK-47 rifles,militant attack,Sunday,in the early hours,daylong clashes,ongoing violence,Uganda,Northern Region,Gulu,Gulu area,primary school,the area,"coordinates 12.4N, 8.5E",killing 35 people,wounding 66 others,displacing over 14152 residents,burning several shops,over cattle theft,following a military offensive
CLEAN_2b8d15b6,CLEAN_2b8d15b6,JNIM militants,Armed Group,84 travelers,,Burkina Faso,Arbinda,"grid reference 0.3N, 32.6E",Tuesday evening,Violence,attack,,improvised explosive devices,,,High,"Save the Children has reported a major attack in Sahel Region, Burkina Faso, where JNIM militants armed using improvised explosive devices surrounded markets near mosque in Arbinda, Soum Province on Tuesday evening late night. The hours-long battle of terrorist attack resulted in killing 30 people, wounding 61 others, and displacing over 35695 residents from areas near the forest reserve at grid reference 0.3N, 32.6E. Burkinabe military was unable to prevent burning several shops. Local sources say the attack was to destabilize the region following the collapse of peace talks. This adds to escalating raids affecting travelers in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,JNIM militants,84 travelers,markets,Save the Children,Burkinabe military,attack,surrounded,improvised explosive devices,terrorist attack,Tuesday evening,late night,hours-long battle,escalating raids,Burkina Faso,Sahel Region,Arbinda,Soum Province,mosque,the forest reserve,"grid reference 0.3N, 32.6E",killing 30 people,wounding 61 others,displacing over 35695 residents,burning several shops,to destabilize the region,following the collapse of peace talks
CLEAN_b6e3edba,CLEAN_b6e3edba,Ansaroul Islam militants,Armed Group,103 travelers,,Burkina Faso,Ouagadougou,"location 15.6N, 32.5E",November 28,Violence,suicide bombing,,grenades,,,High,"Survivors described a suicide bombing by Ansaroul Islam militants in Soum Province, Ouagadougou, Centre-Nord, Burkina Faso on November 28 early morning, where armed fighters with grenades besieged IDP camps near a clinic, killing 42 people including travelers, and wounding 123 others. The week-long offensive of insurgent attack to punish alleged collaborators led to displacing over 26048 residents from villages near the border triangle at location 15.6N, 32.5E. Burkinabe military found setting ablaze storage facilities. the Red Cross says this continues sporadic clashes following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Ansaroul Islam militants,103 travelers,IDP camps,the Red Cross,Burkinabe military,suicide bombing,besieged,grenades,insurgent attack,November 28,early morning,week-long offensive,sporadic clashes,Burkina Faso,Centre-Nord,Ouagadougou,Soum Province,clinic,the border triangle,"location 15.6N, 32.5E",killing 42 people,wounding 123 others,displacing over 26048 residents,setting ablaze storage facilities,to punish alleged collaborators,following a military offensive
CLEAN_3edb4447,CLEAN_3edb4447,cattle rustlers,Armed Group,76 women and children,,Kenya,Lamu,"location 15.6N, 32.5E",March 12,Violence,suicide bombing,,knives and clubs,,,High,"Following a military offensive, cattle rustlers armed with knives and clubs launched a suicide bombing on farms near police station in Lamu area, Lamu, North Eastern Province, Kenya on March 12 before dawn. The daylong clashes resulted in killing 101 people and wounding 38 others, while also displacing over 37525 residents. Witnesses reported that fighters bombed women and children over land disputes. Kenyan Defense Forces arrived later but found setting ablaze storage facilities. The attack near the area at location 15.6N, 32.5E marks part of weekly incursions in the area. Save the Children has condemned the revenge attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,cattle rustlers,76 women and children,farms,Save the Children,Kenyan Defense Forces,suicide bombing,bombed,knives and clubs,revenge attack,March 12,before dawn,daylong clashes,weekly incursions,Kenya,North Eastern Province,Lamu,Lamu area,police station,the area,"location 15.6N, 32.5E",killing 101 people,wounding 38 others,displacing over 37525 residents,setting ablaze storage facilities,over land disputes,following a military offensive
CLEAN_fc371b4b,CLEAN_fc371b4b,Nuer militia,Armed Group,22 aid workers,,South Sudan,Malakal,"GPS location 6.5N, 3.4E",Friday,Violence,abduction,,car bombs,,,High,"In a devastating abduction, Nuer militia armed using car bombs attacked farms in Malakal, Panyijiar County, Unity State on Friday during the mid-morning, killing 111 people, wounding 40 others, and displacing over 46098 residents. The insurgent attack lasted for hours-long hours as fighters surrounded 22 aid workers, over grazing rights. SSPDF forces confirmed the incident near the Sudd wetlands, South Sudan, at GPS location 6.5N, 3.4E. Catholic Relief Services staff at a nearby warehouse reported demolishing public buildings. This is part of weekly incursions since the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Nuer militia,22 aid workers,farms,Catholic Relief Services,SSPDF forces,abduction,surrounded,car bombs,insurgent attack,Friday,mid-morning,hours-long battle,weekly incursions,South Sudan,Unity State,Malakal,Panyijiar County,warehouse,the Sudd wetlands,"GPS location 6.5N, 3.4E",killing 111 people,wounding 40 others,displacing over 46098 residents,demolishing public buildings,over grazing rights,following the collapse of peace talks
CLEAN_5b7e4a24,CLEAN_5b7e4a24,armed groups,Armed Group,110 elderly residents,,Niger,Niamey,"GPS location 6.5N, 3.4E",Sunday,Violence,execution,,heavy machine guns,,,High,"Catholic Relief Services has reported a major execution in Diffa Region, Niger, where armed groups armed with heavy machine guns looted highways near military base in Niamey, Tera Department on Sunday mid-morning. The three-hour assault of sectarian violence resulted in killing 65 people, wounding 148 others, and displacing over 29788 residents from areas near the desert zone at GPS location 6.5N, 3.4E. Nigerien forces was unable to prevent demolishing public buildings. Local sources say the attack was over grazing rights after disputed election results. This adds to sporadic clashes affecting elderly residents in the region.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,armed groups,110 elderly residents,highways,Catholic Relief Services,Nigerien forces,execution,looted,heavy machine guns,sectarian violence,Sunday,mid-morning,three-hour assault,sporadic clashes,Niger,Diffa Region,Niamey,Tera Department,military base,the desert zone,"GPS location 6.5N, 3.4E",killing 65 people,wounding 148 others,displacing over 29788 residents,demolishing public buildings,over grazing rights,after disputed election results
CLEAN_790eeb0a,CLEAN_790eeb0a,armed bandits,Armed Group,118 villagers,,Kenya,Nairobi,"location 15.6N, 32.5E",February 20,Violence,IED attack,,heavy artillery,,,High,"In a devastating IED attack, armed bandits armed with heavy artillery attacked highways in Nairobi, Nairobi area, Coast Province on February 20 during the overnight, killing 162 people, wounding 79 others, and displacing over 34824 residents. The bandit attack lasted for three-hour hours as fighters set fire to 118 villagers, as part of ethnic cleansing. Kenyan Defense Forces confirmed the incident near the area, Kenya, at location 15.6N, 32.5E. Save the Children staff at a nearby secondary school reported destroying over 50 homes. This is part of continuous assaults since the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,armed bandits,118 villagers,highways,Save the Children,Kenyan Defense Forces,IED attack,set fire to,heavy artillery,bandit attack,February 20,overnight,three-hour assault,continuous assaults,Kenya,Coast Province,Nairobi,Nairobi area,secondary school,the area,"location 15.6N, 32.5E",killing 162 people,wounding 79 others,displacing over 34824 residents,destroying over 50 homes,as part of ethnic cleansing,following the collapse of peace talks
CLEAN_e03feb15,CLEAN_e03feb15,armed Fulani herders,Armed Group,88 miners,,Nigeria,Yola,"coordinates 8.9N, 38.7E",last month,Violence,abduction,,assault rifles,,,High,"Following provocations by rival groups, armed Fulani herders launched an abduction on hospitals and a health center in Yola, Konduga LGA of Zamfara State, Nigeria, on last month in the before dawn. Armed with assault rifles, militants surrounded 88 miners for control of resources, killing 102 people and wounding 87 others. The brief but deadly skirmish near the Sambisa Forest at coordinates 8.9N, 38.7E led to displacing over 2632 residents. Nigerian military reported razing dozens of houses from the bandit attack. International Rescue Committee confirmed this as part of intensified operations in the area.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,armed Fulani herders,88 miners,hospitals,International Rescue Committee,Nigerian military,abduction,surrounded,assault rifles,bandit attack,last month,before dawn,brief but deadly skirmish,intensified operations,Nigeria,Zamfara State,Yola,Konduga LGA,health center,the Sambisa Forest,"coordinates 8.9N, 38.7E",killing 102 people,wounding 87 others,displacing over 2632 residents,razing dozens of houses,for control of resources,following provocations by rival groups
CLEAN_afd22a58,CLEAN_afd22a58,Anti-Balaka militia,Armed Group,79 aid workers,,CAR,Kaga-Bandoro,"location 15.6N, 32.5E",June 17,Violence,armed assault,,machine guns,,,High,"In a devastating armed assault, Anti-Balaka militia armed with machine guns attacked hospitals in Kaga-Bandoro, Ouaka sub-prefecture, Vakaga on June 17 during the evening, killing 105 people, wounding 102 others, and displacing over 44222 residents. The revenge attack lasted for hours-long hours as fighters stormed 79 aid workers, in retaliation for previous attacks. Central African military confirmed the incident near the savanna, CAR, at location 15.6N, 32.5E. Doctors Without Borders staff at a nearby refugee camp reported razing dozens of houses. This is part of continuous assaults since a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Anti-Balaka militia,79 aid workers,hospitals,Doctors Without Borders,Central African military,armed assault,stormed,machine guns,revenge attack,June 17,evening,hours-long battle,continuous assaults,CAR,Vakaga,Kaga-Bandoro,Ouaka sub-prefecture,refugee camp,the savanna,"location 15.6N, 32.5E",killing 105 people,wounding 102 others,displacing over 44222 residents,razing dozens of houses,in retaliation for previous attacks,following a military offensive
CLEAN_8515f1b8,CLEAN_8515f1b8,Al Shabaab militants,Armed Group,28 fishermen,,Kenya,Garissa,"grid reference 0.3N, 32.6E",June 17,Violence,suicide bombing,,car bombs,,,High,"In a devastating suicide bombing, Al Shabaab militants armed using car bombs attacked police stations in Garissa, Garissa area, North Eastern Province on June 17 during the before dawn, killing 21 people, wounding 107 others, and displacing over 33339 residents. The insurgent attack lasted for hours-long hours as fighters beheaded 28 fishermen, to spread terror. Kenyan Defense Forces confirmed the incident near the area, Kenya, at grid reference 0.3N, 32.6E. Islamic Relief staff at a nearby primary school reported destroying the local school. This is part of weekly incursions since the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,Al Shabaab militants,28 fishermen,police stations,Islamic Relief,Kenyan Defense Forces,suicide bombing,beheaded,car bombs,insurgent attack,June 17,before dawn,hours-long battle,weekly incursions,Kenya,North Eastern Province,Garissa,Garissa area,primary school,the area,"grid reference 0.3N, 32.6E",killing 21 people,wounding 107 others,displacing over 33339 residents,destroying the local school,to spread terror,following the breakdown of a ceasefire
CLEAN_71e0b4f8,CLEAN_71e0b4f8,UPC rebels,Armed Group,128 farmers,,CAR,Bambari,"coordinates 8.9N, 38.7E",May 25,Violence,incursion,,small arms,,,High,"Following a cattle rustling incident, UPC rebels armed with small arms launched an incursion on villages near IDP camp in Ouaka sub-prefecture, Bambari, Ouaka Prefecture, CAR on May 25 overnight. The daylong clashes resulted in killing 104 people and wounding 147 others, while also displacing over 6747 residents. Witnesses reported that fighters bombed farmers in retaliation for previous attacks. Central African military arrived later but found destroying over 50 homes. The attack near the Chinko River at coordinates 8.9N, 38.7E marks part of repeated attacks in the area. Save the Children has condemned the insurgent attack.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,UPC rebels,128 farmers,villages,Save the Children,Central African military,incursion,bombed,small arms,insurgent attack,May 25,overnight,daylong clashes,repeated attacks,CAR,Ouaka Prefecture,Bambari,Ouaka sub-prefecture,IDP camp,the Chinko River,"coordinates 8.9N, 38.7E",killing 104 people,wounding 147 others,displacing over 6747 residents,destroying over 50 homes,in retaliation for previous attacks,following a cattle rustling incident
CLEAN_a64bf6e7,CLEAN_a64bf6e7,JNIM militants,Armed Group,87 elderly residents,,Mali,Kidal,"GPS location 11.8N, 13.2E",October 10,Violence,robbery,,assault rifles,,,High,"Survivors described a robbery by JNIM militants in Menaka cercle, Kidal, Timbuktu Region, Mali on October 10 afternoon, where armed fighters with assault rifles burned down mining sites near a UN compound, killing 51 people including elderly residents, and wounding 118 others. The several hours of fighting of communal violence to spread terror led to displacing over 18984 residents from villages near the Niger River at GPS location 11.8N, 13.2E. Malian Armed Forces found destroying infrastructure. Oxfam says this continues escalating raids following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Clean synthetic training data v2,VioNER-Generator-v2,JNIM militants,87 elderly residents,mining sites,Oxfam,Malian Armed Forces,robbery,burned down,assault rifles,communal violence,October 10,afternoon,several hours of fighting,escalating raids,Mali,Timbuktu Region,Kidal,Menaka cercle,UN compound,the Niger River,"GPS location 11.8N, 13.2E",killing 51 people,wounding 118 others,displacing over 18984 residents,destroying infrastructure,to spread terror,following a military offensive
