Event_ID,Article_ID,Actor_Normalized,Actor_Type,Victim_Normalized,Victim_Type,Location_Country,Location_City,Location_Coordinates,Date_Normalized,Taxonomy_L1,Taxonomy_L2,Taxonomy_L3,Weapon_Category,Deaths,Injuries,Severity,Event_Description,Actor_Confidence,Victim_Confidence,Location_Confidence,Date_Confidence,Classification_Confidence,Flagged_for_Review,Notes,Annotator_Name,PERPETRATOR,VICTIM,TARGET,ORGANIZATION,GOVERNMENT,EVENT_TYPE,ACTION,WEAPON,VIOLENCE_TYPE,DATE,TIME,DURATION,FREQUENCY,COUNTRY,REGION,CITY,DISTRICT,FACILITY,GEOGRAPHIC,COORDINATES,CASUALTIES,INJURED,DISPLACEMENT,DAMAGE,MOTIVE,TRIGGER
SYNTH_V2_00315,SYNTH_V2_00315,unknown gunmen,Armed Group,35 health workers and patients,,Uganda,Beledweyne,"coordinates 9.5N, 7.8E",between 18th and 22nd of March,Violence,attacks,,mortars and artillery,,,High,"After disputed election results, unknown gunmen launched a attacks on three villages near health center in Beledweyne, Oromia Region, Uganda on between 18th and 22nd of March after sunset. Armed with mortars and artillery, fighters executed 35 health workers and patients, leaving 68 people killed and 181 wounded. The daylong engagement of insurgent attack was in retaliation for previous attacks. Nigerian Army confirmed razing dozens of houses in the dense forest at coordinates 9.5N, 7.8E. Red Cross says displacing thousands of families as ongoing violence continue in Beledweyne district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,unknown gunmen,35 health workers and patients,three villages,Red Cross,Nigerian Army,attacks,executed,mortars and artillery,insurgent attack,between 18th and 22nd of March,after sunset,daylong engagement,ongoing violence,Uganda,Oromia Region,Beledweyne,Beledweyne district,health center,dense forest,"coordinates 9.5N, 7.8E",68 people killed,181 wounded,displacing thousands of families,razing dozens of houses,in retaliation for previous attacks,after disputed election results
SYNTH_V2_00316,SYNTH_V2_00316,Al Shabaab and ISIS,Armed Group,28 police officers,,CAR,Khartoum-Omdurman,"coordinates 11.3N, 42.1E","March 27, 2022",Violence,abduction,,AK-47 rifles,,,High,"On March 27, 2022, Al Shabaab and ISIS conducted abduction on churches in Borno State, CAR, near Khartoum-Omdurman, using AK-47 rifles, resulting in 127 people killed and 71 wounded. The retaliatory violence overran 28 police officers, for control of territory. Somali National Army responded but found destroying over 200 homes. UNICEF reported the brief skirmish caused displacing thousands of families from the lake shores at coordinates 11.3N, 42.1E. The incident occurred in the evening, after months of tensions. This is part of weekly incursions affecting the government building in Khartoum-Omdurman district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab and ISIS,28 police officers,churches,UNICEF,Somali National Army,abduction,overran,AK-47 rifles,retaliatory violence,"March 27, 2022",in the evening,brief skirmish,weekly incursions,CAR,Borno State,Khartoum-Omdurman,Khartoum-Omdurman district,government building,lake shores,"coordinates 11.3N, 42.1E",127 people killed,71 wounded,displacing thousands of families,destroying over 200 homes,for control of territory,after months of tensions
SYNTH_V2_00317,SYNTH_V2_00317,Mai-Mai and ADF,Armed Group,18 villagers,,Mozambique,Butembo,"coordinates 11.3N, 42.1E",14th April 2024,Violence,abduction,,hand grenades,,,High,"On 14th April 2024, Mai-Mai and ADF conducted abduction on IDP camps in Borno State, Mozambique, near Butembo, using hand grenades, resulting in 95 people killed and 56 wounded. The militant violence looted 18 villagers, due to ethnic tensions. Somali National Army responded but found torching hundreds of structures. ICRC reported the daylong engagement caused displacing over 15,000 residents from the mountainous terrain at coordinates 11.3N, 42.1E. The incident occurred early morning, following a military offensive. This is part of daily raids affecting the IDP camp in Butembo district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Mai-Mai and ADF,18 villagers,IDP camps,ICRC,Somali National Army,abduction,looted,hand grenades,militant violence,14th April 2024,early morning,daylong engagement,daily raids,Mozambique,Borno State,Butembo,Butembo district,IDP camp,mountainous terrain,"coordinates 11.3N, 42.1E",95 people killed,56 wounded,"displacing over 15,000 residents",torching hundreds of structures,due to ethnic tensions,following a military offensive
SYNTH_V2_00318,SYNTH_V2_00318,unknown gunmen,Armed Group,38 women,,Ethiopia,Maiduguri,"coordinates 9.5N, 7.8E","February 4, 2023",Violence,attack,,machine guns,,,High,"Between February 4, 2023, unknown gunmen carried out daily raids in Mopti Region, Ethiopia, ambushed several communities near Maiduguri and IDP camp. The armed violence using machine guns claimed 38 women, with 85 people killed and 50 wounded. Malian Armed Forces reported the daylong engagement caused torching hundreds of structures and causing mass displacement from the border region in Maiduguri district at coordinates 9.5N, 7.8E. The attacks occurred after sunset over grazing rights. Red Cross condemned the incident following the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,unknown gunmen,38 women,several communities,Red Cross,Malian Armed Forces,attack,ambushed,machine guns,armed violence,"February 4, 2023",after sunset,daylong engagement,daily raids,Ethiopia,Mopti Region,Maiduguri,Maiduguri district,IDP camp,border region,"coordinates 9.5N, 7.8E",85 people killed,50 wounded,causing mass displacement,torching hundreds of structures,over grazing rights,following the breakdown of a ceasefire
SYNTH_V2_00319,SYNTH_V2_00319,Ansar Dine militants,Armed Group,45 soldiers and police officers,,Uganda,Bukavu,"coordinates 9.5N, 7.8E","June 19th, 2021",Violence,assault,,heavy machine guns,,,High,"After disputed election results, Ansar Dine militants launched a assault on farming villages near church in Bukavu, Mopti Region, Uganda on June 19th, 2021 before sunrise. Armed with heavy machine guns, fighters abducted 45 soldiers and police officers, leaving 11 people killed and 99 wounded. The three-hour assault of armed violence was due to ethnic tensions. Ethiopian military confirmed burning the village market in the highland region at coordinates 9.5N, 7.8E. Oxfam says causing mass displacement as weekly incursions continue in Bukavu district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Ansar Dine militants,45 soldiers and police officers,farming villages,Oxfam,Ethiopian military,assault,abducted,heavy machine guns,armed violence,"June 19th, 2021",before sunrise,three-hour assault,weekly incursions,Uganda,Mopti Region,Bukavu,Bukavu district,church,highland region,"coordinates 9.5N, 7.8E",11 people killed,99 wounded,causing mass displacement,burning the village market,due to ethnic tensions,after disputed election results
SYNTH_V2_00320,SYNTH_V2_00320,Al Shabaab and ISIS,Armed Group,52 refugees,,Burkina Faso,Tripoli-Benghazi,"coordinates 9.5N, 7.8E",between October 15th and October 20th,Violence,raid,,RPG launchers,,,High,"After disputed election results, Al Shabaab and ISIS launched a raid on residential areas near military base in Tripoli-Benghazi, North Darfur, Burkina Faso on between October 15th and October 20th late at night. Armed with RPG launchers, fighters ambushed 52 refugees, leaving 65 people killed and 91 wounded. The brief skirmish of sectarian violence was over grazing rights. Congolese military confirmed destroying over 200 homes in the lake shores at coordinates 9.5N, 7.8E. Save the Children says forcing 10,000 people to flee as persistent attacks continue in Tripoli-Benghazi district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab and ISIS,52 refugees,residential areas,Save the Children,Congolese military,raid,ambushed,RPG launchers,sectarian violence,between October 15th and October 20th,late at night,brief skirmish,persistent attacks,Burkina Faso,North Darfur,Tripoli-Benghazi,Tripoli-Benghazi district,military base,lake shores,"coordinates 9.5N, 7.8E",65 people killed,91 wounded,"forcing 10,000 people to flee",destroying over 200 homes,over grazing rights,after disputed election results
SYNTH_V2_00321,SYNTH_V2_00321,Al Shabaab and ISIS,Armed Group,35 health workers and patients,,Mali,Mopti,"GPS location 6.8S, 39.2E",11th July 2024,Violence,kidnapping,,AK-47 rifles,,,High,"Witnesses in Mopti, North Kivu, Mali described how Al Shabaab and ISIS launched a kidnapping on 11th July 2024 early morning, ambushed several communities near church. Armed with AK-47 rifles, the attackers targeted 35 health workers and patients in retaliation for previous attacks, resulting in 93 people killed and 97 wounded. The two-hour siege of insurgent attack led to causing mass displacement from Mopti district. Ethiopian military found torching hundreds of structures in the desert area at GPS location 6.8S, 39.2E. UNICEF says this is part of repeated attacks after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab and ISIS,35 health workers and patients,several communities,UNICEF,Ethiopian military,kidnapping,ambushed,AK-47 rifles,insurgent attack,11th July 2024,early morning,two-hour siege,repeated attacks,Mali,North Kivu,Mopti,Mopti district,church,desert area,"GPS location 6.8S, 39.2E",93 people killed,97 wounded,causing mass displacement,torching hundreds of structures,in retaliation for previous attacks,after disputed election results
SYNTH_V2_00322,SYNTH_V2_00322,Janjaweed raiders,Armed Group,28 police officers,,DRC,Bor,"coordinates 4.2N, 18.6E",16th December 2022,Violence,incursion,,rocket-propelled grenades,,,High,"Between 16th December 2022, Janjaweed raiders carried out weekly incursions in South Kivu, DRC, overran schools near Bor and health center. The sectarian violence using rocket-propelled grenades claimed 28 police officers, with 16 people killed and 113 wounded. Malian Armed Forces reported the prolonged fighting caused torching hundreds of structures and displacing thousands of families from the desert area in Bor district at coordinates 4.2N, 18.6E. The attacks occurred before sunrise over grazing rights. UNICEF condemned the incident following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Janjaweed raiders,28 police officers,schools,UNICEF,Malian Armed Forces,incursion,overran,rocket-propelled grenades,sectarian violence,16th December 2022,before sunrise,prolonged fighting,weekly incursions,DRC,South Kivu,Bor,Bor district,health center,desert area,"coordinates 4.2N, 18.6E",16 people killed,113 wounded,displacing thousands of families,torching hundreds of structures,over grazing rights,following the collapse of peace talks
SYNTH_V2_00323,SYNTH_V2_00323,ISGS fighters,Armed Group,12 farmers,,Mali,Maiduguri,"GPS location 6.8S, 39.2E","April 13th, 2022",Violence,shelling,,automatic weapons,,,High,"UNHCR has reported a devastating shelling in Mali where ISGS fighters ambushed churches in Maiduguri, Maiduguri district, Cabo Delgado Province on April 13th, 2022. The late at night assault using automatic weapons resulted in 111 people killed, 31 wounded, and displacing thousands of families. The ethnic violence targeted 12 farmers for revenge. Kenyan Defense Forces found destroying over 200 homes near hospital in the savanna at GPS location 6.8S, 39.2E. This brief skirmish is part of repeated attacks following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,ISGS fighters,12 farmers,churches,UNHCR,Kenyan Defense Forces,shelling,ambushed,automatic weapons,ethnic violence,"April 13th, 2022",late at night,brief skirmish,repeated attacks,Mali,Cabo Delgado Province,Maiduguri,Maiduguri district,hospital,savanna,"GPS location 6.8S, 39.2E",111 people killed,31 wounded,displacing thousands of families,destroying over 200 homes,for revenge,following a military offensive
SYNTH_V2_00324,SYNTH_V2_00324,Boko Haram and ISWAP,Armed Group,47 soldiers,,South Sudan,Tripoli-Benghazi,"coordinates 11.3N, 42.1E",20 August 2023,Violence,raid,,automatic weapons,,,High,"Witnesses in Tripoli-Benghazi, Adamawa State, South Sudan described how Boko Haram and ISWAP launched a raid on 20 August 2023 at dawn, killed schools near hospital. Armed with automatic weapons, the attackers targeted 47 soldiers over grazing rights, resulting in 59 people killed and 187 wounded. The three-hour assault of terrorist attack led to displacing over 15,000 residents from Tripoli-Benghazi district. Ethiopian military found razing dozens of houses in the lake shores at coordinates 11.3N, 42.1E. UNICEF says this is part of ongoing violence following the collapse of peace talks.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram and ISWAP,47 soldiers,schools,UNICEF,Ethiopian military,raid,killed,automatic weapons,terrorist attack,20 August 2023,at dawn,three-hour assault,ongoing violence,South Sudan,Adamawa State,Tripoli-Benghazi,Tripoli-Benghazi district,hospital,lake shores,"coordinates 11.3N, 42.1E",59 people killed,187 wounded,"displacing over 15,000 residents",razing dozens of houses,over grazing rights,following the collapse of peace talks
SYNTH_V2_00325,SYNTH_V2_00325,JNIM militants,Armed Group,52 refugees,,CAR,Nyala,"coordinates 9.5N, 7.8E","March 19, 2022",Violence,attacks,,machine guns,,,High,"Witnesses in Nyala, Adamawa State, CAR described how JNIM militants launched a attacks on March 19, 2022 early morning, overran multiple settlements near church. Armed with machine guns, the attackers targeted 52 refugees over land disputes, resulting in 89 people killed and 90 wounded. The two-hour siege of retaliatory violence led to forcing 10,000 people to flee from Nyala district. Somali National Army found torching hundreds of structures in the desert area at coordinates 9.5N, 7.8E. UNHCR says this is part of persistent attacks following the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,JNIM militants,52 refugees,multiple settlements,UNHCR,Somali National Army,attacks,overran,machine guns,retaliatory violence,"March 19, 2022",early morning,two-hour siege,persistent attacks,CAR,Adamawa State,Nyala,Nyala district,church,desert area,"coordinates 9.5N, 7.8E",89 people killed,90 wounded,"forcing 10,000 people to flee",torching hundreds of structures,over land disputes,following the breakdown of a ceasefire
SYNTH_V2_00326,SYNTH_V2_00326,JNIM and ISGS,Armed Group,38 women,,Ethiopia,Kano-Kaduna,"coordinates 9.5N, 7.8E",between August 3rd and August 4th,Violence,incursion,,heavy machine guns,,,High,"Red Cross has reported a devastating incursion in Ethiopia where JNIM and ISGS attacked IDP camps in Kano-Kaduna, Kano-Kaduna district, Oromia Region on between August 3rd and August 4th. The at dawn assault using heavy machine guns resulted in 107 people killed, 200 wounded, and displacing thousands of families. The terrorist attack targeted 38 women for control of territory. Sudanese Armed Forces found burning the village market near military base in the desert area at coordinates 9.5N, 7.8E. This prolonged fighting is part of daily raids after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,JNIM and ISGS,38 women,IDP camps,Red Cross,Sudanese Armed Forces,incursion,attacked,heavy machine guns,terrorist attack,between August 3rd and August 4th,at dawn,prolonged fighting,daily raids,Ethiopia,Oromia Region,Kano-Kaduna,Kano-Kaduna district,military base,desert area,"coordinates 9.5N, 7.8E",107 people killed,200 wounded,displacing thousands of families,burning the village market,for control of territory,after disputed election results
SYNTH_V2_00327,SYNTH_V2_00327,M23 and ADF,Armed Group,28 police officers,,Libya,Bunia,"coordinates 11.3N, 42.1E",between April 9th and April 11th,Violence,bombing,,machine guns,,,High,"Witnesses in Bunia, Tigray Region, Libya described how M23 and ADF launched a bombing on between April 9th and April 11th overnight, burned market areas near church. Armed with machine guns, the attackers targeted 28 police officers for revenge, resulting in 63 people killed and 107 wounded. The hours-long battle of militant violence led to displacing thousands of families from Bunia district. Ugandan military found torching hundreds of structures in the river banks at coordinates 11.3N, 42.1E. ICRC says this is part of persistent attacks after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,M23 and ADF,28 police officers,market areas,ICRC,Ugandan military,bombing,burned,machine guns,militant violence,between April 9th and April 11th,overnight,hours-long battle,persistent attacks,Libya,Tigray Region,Bunia,Bunia district,church,river banks,"coordinates 11.3N, 42.1E",63 people killed,107 wounded,displacing thousands of families,torching hundreds of structures,for revenge,after disputed election results
SYNTH_V2_00328,SYNTH_V2_00328,TPLF forces,Armed Group,120 villagers and traders,,Chad,Afgooye,"coordinates 9.5N, 7.8E",between August 9th and August 10th,Violence,offensive,,hand grenades,,,High,"Save the Children has reported a devastating offensive in Chad where TPLF forces burned churches in Afgooye, Afgooye district, Plateau State on between August 9th and August 10th. The around midnight assault using hand grenades resulted in 57 people killed, 111 wounded, and displacing thousands of families. The militant violence targeted 120 villagers and traders due to ethnic tensions. Nigerian Army found razing dozens of houses near military base in the dense forest at coordinates 9.5N, 7.8E. This three-hour assault is part of daily raids after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,TPLF forces,120 villagers and traders,churches,Save the Children,Nigerian Army,offensive,burned,hand grenades,militant violence,between August 9th and August 10th,around midnight,three-hour assault,daily raids,Chad,Plateau State,Afgooye,Afgooye district,military base,dense forest,"coordinates 9.5N, 7.8E",57 people killed,111 wounded,displacing thousands of families,razing dozens of houses,due to ethnic tensions,after months of tensions
SYNTH_V2_00329,SYNTH_V2_00329,Boko Haram and Ansaru,Armed Group,200 women and children,,Burkina Faso,Mopti,"coordinates 4.2N, 18.6E",15 October 2024,Violence,offensive,,automatic weapons,,,High,"Save the Children has reported a devastating offensive in Burkina Faso where Boko Haram and Ansaru burned mosques in Mopti, Mopti district, Tigray Region on 15 October 2024. The after sunset assault using automatic weapons resulted in 141 people killed, 62 wounded, and displacing over 15,000 residents. The armed violence targeted 200 women and children due to ethnic tensions. Congolese military found torching hundreds of structures near primary school in the mountainous terrain at coordinates 4.2N, 18.6E. This three-hour assault is part of ongoing violence following a military offensive.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Boko Haram and Ansaru,200 women and children,mosques,Save the Children,Congolese military,offensive,burned,automatic weapons,armed violence,15 October 2024,after sunset,three-hour assault,ongoing violence,Burkina Faso,Tigray Region,Mopti,Mopti district,primary school,mountainous terrain,"coordinates 4.2N, 18.6E",141 people killed,62 wounded,"displacing over 15,000 residents",torching hundreds of structures,due to ethnic tensions,following a military offensive
SYNTH_V2_00330,SYNTH_V2_00330,unknown gunmen,Armed Group,180 displaced persons and locals,,Sudan,Bentiu,"coordinates 4.2N, 18.6E","March 22, 2022",Violence,massacre,,hand grenades,,,High,"Witnesses in Bentiu, North Darfur, Sudan described how unknown gunmen launched a massacre on March 22, 2022 late at night, stormed three villages near church. Armed with hand grenades, the attackers targeted 180 displaced persons and locals over land disputes, resulting in 49 people killed and 195 wounded. The three-hour assault of armed violence led to displacing over 15,000 residents from Bentiu district. Sudanese Armed Forces found torching hundreds of structures in the Sahel belt at coordinates 4.2N, 18.6E. UNICEF says this is part of daily raids after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,unknown gunmen,180 displaced persons and locals,three villages,UNICEF,Sudanese Armed Forces,massacre,stormed,hand grenades,armed violence,"March 22, 2022",late at night,three-hour assault,daily raids,Sudan,North Darfur,Bentiu,Bentiu district,church,Sahel belt,"coordinates 4.2N, 18.6E",49 people killed,195 wounded,"displacing over 15,000 residents",torching hundreds of structures,over land disputes,after disputed election results
SYNTH_V2_00331,SYNTH_V2_00331,ISGS fighters,Armed Group,85 civilians including women and children,,Libya,El Fasher,"coordinates 9.5N, 7.8E","August 18th, 2023",Violence,massacre,,machine guns,,,High,"Following the collapse of peace talks, ISGS fighters launched a massacre on IDP camps near military base in El Fasher, Ituri Province, Libya on August 18th, 2023 overnight. Armed with machine guns, fighters stormed 85 civilians including women and children, leaving 66 people killed and 175 wounded. The brief skirmish of militant violence was for revenge. Malian Armed Forces confirmed razing dozens of houses in the Sahel belt at coordinates 9.5N, 7.8E. UNICEF says causing mass displacement as ongoing violence continue in El Fasher district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,ISGS fighters,85 civilians including women and children,IDP camps,UNICEF,Malian Armed Forces,massacre,stormed,machine guns,militant violence,"August 18th, 2023",overnight,brief skirmish,ongoing violence,Libya,Ituri Province,El Fasher,El Fasher district,military base,Sahel belt,"coordinates 9.5N, 7.8E",66 people killed,175 wounded,causing mass displacement,razing dozens of houses,for revenge,following the collapse of peace talks
SYNTH_V2_00332,SYNTH_V2_00332,ISGS fighters,Armed Group,35 health workers and patients,,Chad,Kismayo,"GPS location 6.8S, 39.2E","October 20, 2023",Violence,attacks,,AK-47 rifles,,,High,"Between October 20, 2023, ISGS fighters carried out weekly incursions in South Kivu, Chad, besieged several communities near Kismayo and church. The bandit attacks using AK-47 rifles claimed 35 health workers and patients, with 55 people killed and 61 wounded. Malian Armed Forces reported the two-hour siege caused destroying over 200 homes and displacing thousands of families from the lake shores in Kismayo district at GPS location 6.8S, 39.2E. The attacks occurred in the afternoon due to ethnic tensions. Oxfam condemned the incident after months of tensions.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,ISGS fighters,35 health workers and patients,several communities,Oxfam,Malian Armed Forces,attacks,besieged,AK-47 rifles,bandit attacks,"October 20, 2023",in the afternoon,two-hour siege,weekly incursions,Chad,South Kivu,Kismayo,Kismayo district,church,lake shores,"GPS location 6.8S, 39.2E",55 people killed,61 wounded,displacing thousands of families,destroying over 200 homes,due to ethnic tensions,after months of tensions
SYNTH_V2_00333,SYNTH_V2_00333,JNIM and ISGS,Armed Group,200 women and children,,South Sudan,Damaturu,"coordinates 9.5N, 7.8E",24 June 2020,Violence,incursion,,rocket-propelled grenades,,,High,"On 24 June 2020, JNIM and ISGS conducted incursion on residential areas in Plateau State, South Sudan, near Damaturu, using rocket-propelled grenades, resulting in 47 people killed and 175 wounded. The bandit attacks abducted 200 women and children, in retaliation for previous attacks. Ugandan military responded but found razing dozens of houses. Oxfam reported the brief skirmish caused displacing thousands of families from the mountainous terrain at coordinates 9.5N, 7.8E. The incident occurred after sunset, following the collapse of peace talks. This is part of ongoing violence affecting the government building in Damaturu district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,JNIM and ISGS,200 women and children,residential areas,Oxfam,Ugandan military,incursion,abducted,rocket-propelled grenades,bandit attacks,24 June 2020,after sunset,brief skirmish,ongoing violence,South Sudan,Plateau State,Damaturu,Damaturu district,government building,mountainous terrain,"coordinates 9.5N, 7.8E",47 people killed,175 wounded,displacing thousands of families,razing dozens of houses,in retaliation for previous attacks,following the collapse of peace talks
SYNTH_V2_00334,SYNTH_V2_00334,Al Shabaab and ISIS,Armed Group,75 students and teachers,,South Sudan,Bamako,"GPS location 6.8S, 39.2E","January 6, 2022",Violence,assault,,heavy machine guns,,,High,"World Food Programme has reported a devastating assault in South Sudan where Al Shabaab and ISIS besieged government buildings in Bamako, Bamako district, South Kivu on January 6, 2022. The in the evening assault using heavy machine guns resulted in 56 people killed, 193 wounded, and displacing over 15,000 residents. The retaliatory violence targeted 75 students and teachers over grazing rights. Nigerian Army found razing dozens of houses near military base in the desert area at GPS location 6.8S, 39.2E. This daylong engagement is part of weekly incursions after disputed election results.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab and ISIS,75 students and teachers,government buildings,World Food Programme,Nigerian Army,assault,besieged,heavy machine guns,retaliatory violence,"January 6, 2022",in the evening,daylong engagement,weekly incursions,South Sudan,South Kivu,Bamako,Bamako district,military base,desert area,"GPS location 6.8S, 39.2E",56 people killed,193 wounded,"displacing over 15,000 residents",razing dozens of houses,over grazing rights,after disputed election results
SYNTH_V2_00335,SYNTH_V2_00335,Seleka and Anti-Balaka,Armed Group,90 refugees and aid workers,,Nigeria,Jos-Bauchi,"coordinates 11.3N, 42.1E",9th May 2023,Violence,raids,,improvised explosive devices,,,High,"Following the collapse of peace talks, Seleka and Anti-Balaka launched a raids on schools near government building in Jos-Bauchi, Oromia Region, Nigeria on 9th May 2023 after sunset. Armed with improvised explosive devices, fighters killed 90 refugees and aid workers, leaving 98 people killed and 133 wounded. The daylong engagement of sectarian violence was for revenge. Malian Armed Forces confirmed razing dozens of houses in the savanna at coordinates 11.3N, 42.1E. African Union says displacing thousands of families as ongoing violence continue in Jos-Bauchi district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Seleka and Anti-Balaka,90 refugees and aid workers,schools,African Union,Malian Armed Forces,raids,killed,improvised explosive devices,sectarian violence,9th May 2023,after sunset,daylong engagement,ongoing violence,Nigeria,Oromia Region,Jos-Bauchi,Jos-Bauchi district,government building,savanna,"coordinates 11.3N, 42.1E",98 people killed,133 wounded,displacing thousands of families,razing dozens of houses,for revenge,following the collapse of peace talks
SYNTH_V2_00336,SYNTH_V2_00336,armed bandits,Armed Group,85 civilians including women and children,,DRC,Khartoum,"GPS location 6.8S, 39.2E","May 13, 2020",Violence,ambush,,assault rifles,,,High,"Witnesses in Khartoum, South Kivu, DRC described how armed bandits launched a ambush on May 13, 2020 in the afternoon, besieged IDP camps near IDP camp. Armed with assault rifles, the attackers targeted 85 civilians including women and children over land disputes, resulting in 15 people killed and 92 wounded. The brief skirmish of sectarian violence led to causing mass displacement from Khartoum district. Ugandan military found razing dozens of houses in the river banks at GPS location 6.8S, 39.2E. Oxfam says this is part of persistent attacks following the breakdown of a ceasefire.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,armed bandits,85 civilians including women and children,IDP camps,Oxfam,Ugandan military,ambush,besieged,assault rifles,sectarian violence,"May 13, 2020",in the afternoon,brief skirmish,persistent attacks,DRC,South Kivu,Khartoum,Khartoum district,IDP camp,river banks,"GPS location 6.8S, 39.2E",15 people killed,92 wounded,causing mass displacement,razing dozens of houses,over land disputes,following the breakdown of a ceasefire
SYNTH_V2_00337,SYNTH_V2_00337,ISGS fighters,Armed Group,180 displaced persons and locals,,Libya,Beledweyne,"coordinates 4.2N, 18.6E","November 13th, 2024",Violence,attack,,improvised explosive devices,,,High,"On November 13th, 2024, ISGS fighters conducted attack on market areas in North Darfur, Libya, near Beledweyne, using improvised explosive devices, resulting in 128 people killed and 148 wounded. The insurgent attack abducted 180 displaced persons and locals, due to ethnic tensions. Congolese military responded but found torching hundreds of structures. UNICEF reported the brief skirmish caused forcing 10,000 people to flee from the river banks at coordinates 4.2N, 18.6E. The incident occurred in the evening, after disputed election results. This is part of ongoing violence affecting the hospital in Beledweyne district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,ISGS fighters,180 displaced persons and locals,market areas,UNICEF,Congolese military,attack,abducted,improvised explosive devices,insurgent attack,"November 13th, 2024",in the evening,brief skirmish,ongoing violence,Libya,North Darfur,Beledweyne,Beledweyne district,hospital,river banks,"coordinates 4.2N, 18.6E",128 people killed,148 wounded,"forcing 10,000 people to flee",torching hundreds of structures,due to ethnic tensions,after disputed election results
SYNTH_V2_00338,SYNTH_V2_00338,Al Shabaab and Al Qaeda,Armed Group,43 traders,,Burkina Faso,Kano,"GPS location 6.8S, 39.2E",between January 25th and January 27th,Violence,ambush,,heavy machine guns,,,High,"After disputed election results, Al Shabaab and Al Qaeda launched a ambush on residential areas near IDP camp in Kano, North Darfur, Burkina Faso on between January 25th and January 27th late at night. Armed with heavy machine guns, fighters shelled 43 traders, leaving 75 people killed and 183 wounded. The hours-long battle of sectarian violence was over grazing rights. Congolese military confirmed burning the village market in the desert area at GPS location 6.8S, 39.2E. UNICEF says displacing thousands of families as escalating raids continue in Kano district.",0.99,0.99,0.99,0.99,0.99,False,Synthetic training data V2 - improved patterns,VioNER-Generator-V2,Al Shabaab and Al Qaeda,43 traders,residential areas,UNICEF,Congolese military,ambush,shelled,heavy machine guns,sectarian violence,between January 25th and January 27th,late at night,hours-long battle,escalating raids,Burkina Faso,North Darfur,Kano,Kano district,IDP camp,desert area,"GPS location 6.8S, 39.2E",75 people killed,183 wounded,displacing thousands of families,burning the village market,over grazing rights,after disputed election results
